uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"264dfb06-8a93-4096-9cc7-9680a86cf4d1","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00585",,"ok","single bole tree","Live",29.2,130,21.1,,,,8.2,5.5,"Partially shaded",,,,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"858f99b8-d45e-4623-a63e-79e802d56b77","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00629",,"ok","single bole tree","Live",21.9,130,14.0,,,,6.6,6.0,"Mostly shaded",,,,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"15dbad1a-cef3-4c53-8e60-6c92681c07b1","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00611",,"ok","sapling","Live",,,0.9,,,,,,,,1.9,10,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"77b135b0-82f1-4a65-bcc7-c121d2e36e38","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00650",,"ok","single bole tree","Live",37.5,130,22.2,,,,6.7,6.1,"Partially shaded",,,,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"4a700392-9b12-4e9a-ba1d-4214a417668e","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00588",,"ok","small shrub","No longer qualifies",,,0.9,,,,0.8,0.5,,"inverted cone",0.1,10,3.60,2.10,,"0000-0002-9407-8970","0000-0001-5523-6326",
"4c169092-0fb3-4ca6-a391-59fb2fc979cf","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00601",,"ok","small shrub","Live",,,0.6,,,,1.4,0.5,,"oblate half-sphere",1.6,10,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"89387ffd-5dd2-4747-a718-2d94da3c08f6","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00609",,"ok","small shrub","Live",,,0.5,,,,0.9,0.5,,"oblate half-sphere",2.0,10,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"50325486-392e-4adb-bbb8-8a2e60b5d7d5","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00635",,"ok","small shrub","No longer qualifies",,,0.3,,,,1.0,0.6,,"half-sphere",0.7,10,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"0fc4b0af-f648-4592-bca9-01e7e89f96d4","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00630",,"ok","single bole tree","Live",23.7,130,13.8,,,,5.0,4.7,"Partially shaded",,,,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
"090e0545-e4d0-48e9-881b-c70de7f745f2","YELL_021.basePlot.vst","2019-07-23","vst_YELL_2019","D12","YELL","YELL_021",,"NEON.PLA.D12.YELL.00624",,"ok","small shrub","Live",,,0.7,,,,1.0,0.4,,"half-sphere",1.5,10,,,,"0000-0002-9407-8970","0000-0001-5523-6326",
