uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"0da5bd15-48b0-4954-afd0-da67735e7932","JERC_013.basePlot.vst","2014-10-01","D03","JERC","JERC_013","distributed","evergreenForest",31.178467,-84.469947,"WGS84",20.2,741119.83,3452138.03,"16N",36.3,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Woody stems mapping establishment;","D03JAK04",,"legacyData"
"4c6ccf04-0241-4c9c-87b2-1b74953acdfc","JERC_060.basePlot.vst","2014-10-07","D03","JERC","JERC_060","tower","evergreenForest",31.198667,-84.465311,"WGS84",20.2,741510.44,3454387.91,"16N",41.7,0.4,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03CIJ08;","D03DWB07",,"legacyData"
"e9a100bf-4428-4aff-b6cd-9b2c5099e0f4","JERC_054.basePlot.vst","2014-10-07","D03","JERC","JERC_054","tower","evergreenForest",31.197928,-84.468818,"WGS84",20.1,741178.06,3454298.31,"16N",47.5,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24","D03DWB07",,"legacyData"
"18815921-3e30-4338-b307-8d25067f0034","JERC_066.basePlot.vst","2014-10-07","D03","JERC","JERC_066","tower","evergreenForest",31.197554,-84.463759,"WGS84",20.2,741661.19,3454267.89,"16N",42.6,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03ESP24; N stake broken by plow","D03DWB07",,"legacyData"
"328aeeb1-6e0a-48f8-959a-7aad6970b121","JERC_051.basePlot.vst","2014-10-07","D03","JERC","JERC_051","tower","evergreenForest",31.199489,-84.464343,"WGS84",20.2,741600.61,3454481.17,"16N",41.5,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03CIJ08;","D03DWB07",,"legacyData"
"c8488f0d-ee87-492e-bfd2-39d0839b27a1","JERC_062.basePlot.vst","2014-10-07","D03","JERC","JERC_062","tower","evergreenForest",31.196807,-84.466929,"WGS84",20.2,741360.95,3454178.14,"16N",35.4,0.4,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; most Pteridium aquilinum senscenced; Also D03CIJ08 D03ESP24; Lygodium japonicum present in plot 1.45 m x .7 m with 3 small outliers; many Pteridium aquilinum present but dead;","D03DWB07",,"legacyData"
"8f1fbefa-4d60-4908-aec7-9701f3ca64dd","JERC_065.basePlot.vst","2014-10-07","D03","JERC","JERC_065","tower","evergreenForest",31.200286,-84.465274,"WGS84",20.1,741509.85,3454567.50,"16N",40.2,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03CIJ08","D03DWB07",,"legacyData"
"ba31cd79-173d-4462-a7ba-41d6914c49d9","JERC_057.basePlot.vst","2014-10-07","D03","JERC","JERC_057","tower","mixedForest",31.200937,-84.469655,"WGS84",20.1,741090.64,3454630.12,"16N",33.6,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; most Pteridium aquilinum dead; Pleopeltis polypodioides present; Also D03CIJ08 D03RV26","D03DWB07",,"legacyData"
"c48cc0b2-cfdc-4476-bdd0-6949e1501030","JERC_050.basePlot.vst","2014-10-07","D03","JERC","JERC_050","tower","evergreenForest",31.196842,-84.468194,"WGS84",20.3,741240.29,3454179.26,"16N",37.9,0.4,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24 D03CIJ08","D03DWB07",,"legacyData"
"26dfb5be-7e66-4bff-9946-249eaadc5e20","JERC_047.basePlot.vst","2014-10-07","D03","JERC","JERC_047","tower","evergreenForest",31.198437,-84.467181,"WGS84",20.1,741332.79,3454358.32,"16N",35.3,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Also D03CIJ08 D03ESP24; ferns beginning to senescence","D03DWB07",,"legacyData"
"6d372efb-f5bf-4947-9c12-488be2db8d45","JERC_064.basePlot.vst","2014-10-07","D03","JERC","JERC_064","tower","evergreenForest",31.200609,-84.466523,"WGS84",20.2,741389.98,3454600.59,"16N",39.5,0.3,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03CIJ08","D03DWB07",,"legacyData"
"afb1217a-d663-42c7-8295-73cb61230e1d","JERC_048.basePlot.vst","2014-10-08","D03","JERC","JERC_048","tower","evergreenForest",31.196457,-84.461913,"WGS84",20.2,741839.93,3454150.30,"16N",46.8,0.3,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence","D03DWB07",,"legacyData"
"2b37d65d-844c-445e-8b38-e4eec1e6c881","JERC_063.basePlot.vst","2014-10-08","D03","JERC","JERC_063","tower","evergreenForest",31.195656,-84.462880,"WGS84",20.1,741749.80,3454059.37,"16N",46.5,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; most Pteridium aquilinum senscenced; Also D03RV26 D03ESP24;","D03DWB07",,"legacyData"
"67261f08-8cc5-4735-9735-a4b85ff95274","JERC_058.basePlot.vst","2014-10-08","D03","JERC","JERC_058","tower","evergreenForest",31.194554,-84.462283,"WGS84",20.1,741809.51,3453938.49,"16N",47.5,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;","D03DWB07",,"legacyData"
"d503040b-bb14-49da-b6bc-7e188f3e771f","JERC_052.basePlot.vst","2014-10-08","D03","JERC","JERC_052","tower","evergreenForest",31.195408,-84.464141,"WGS84",20.2,741630.24,3454029.11,"16N",46.1,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;","D03DWB07",,"legacyData"
"826a911c-d200-4bc7-b20a-100302d3ea92","JERC_059.basePlot.vst","2014-10-08","D03","JERC","JERC_059","tower","evergreenForest",31.198067,-84.462491,"WGS84",20.1,741780.74,3454327.55,"16N",42.3,0.2,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03ESP24;","D03DWB07",,"legacyData"
"77c356bf-dabb-4704-a4fc-df826e31c07f","JERC_049.basePlot.vst","2014-10-08","D03","JERC","JERC_049","tower","evergreenForest",31.196492,-84.464109,"WGS84",20.2,741630.53,3454149.38,"16N",46.5,0.3,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24 D03RV26","D03DWB07",,"legacyData"
"5d7dd942-a670-49ff-a81b-bc0c8b4f5258","JERC_053.basePlot.vst","2014-10-08","D03","JERC","JERC_053","tower","evergreenForest",31.194043,-84.463550,"WGS84",20.1,741690.04,3453879.06,"16N",44.9,0.1,"vst_JERC_2014","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;","D03DWB07",,"legacyData"
